AcresBurned,Active,AdminUnit,AirTankers,ArchiveYear,CalFireIncident,CanonicalUrl,ConditionStatement,ControlStatement,Counties,CountyIds,CrewsInvolved,Dozers,Engines,Extinguished,Fatalities,Featured,Final,FuelType,Helicopters,Injuries,Latitude,Location,Longitude,MajorIncident,Name,PercentContained,PersonnelInvolved,Public,SearchDescription,SearchKeywords,Started,Status,StructuresDamaged,StructuresDestroyed,StructuresEvacuated,StructuresThreatened,UniqueId,Updated,WaterTenders
83,FALSE,CAL FIRE Tuolumne-Calaveras Unit,,2019,TRUE,/incidents/2019/9/23/tulloch-fire/,,,Tuolumne,55,,,,2019-09-24T10:21:00Z,,FALSE,TRUE,grass,,,37.838333,"By the intersection of Tulloch Road and Highway 108 in Jamestown, California.",-120.625556,FALSE,Tulloch Fire,100,,TRUE,"The Tulloch Fire started September 23, 2019, by the intersection of Tulloch Road and Highway 108, southwest of lake Tulloch Reservoir in Jamestown, Tuolumne County, California.",,2019-09-23T15:55:57Z,Finalized,,,,,,,
83,FALSE,Klamath National Forest,,2019,FALSE,/incidents/2019/7/27/tree-fire/,,Not a CAL FIRE Incident. Please contact the Klamath National Forest for more information.,Siskiyou,47,,,,,,FALSE,TRUE,,,,41.834366,"Tree of Heaven Campground, east of Gottsville",-122.656569,FALSE,Tree Fire,100,,TRUE,,,2019-07-27T10:15:00Z,Finalized,,,,,,,
81,FALSE,CAL FIRE Sonoma Lake Napa Unit,,2019,TRUE,/incidents/2019/8/13/timm-fire/,,,Solano,48,,,,2019-08-13T18:00:00Z,,FALSE,TRUE,,,,38.455,"Off of Timm Road and Allendale Road, South of Winters ",-121.969167,FALSE,Timm Fire ,100,,TRUE,"Timms Fire started on August 13, 2019 Off of Timm Road and Allendale Road, South of Winters in Solano County.",,2019-08-13T15:41:24Z,Finalized,,,,,,,
81,FALSE,CAL FIRE San Bernardino Unit,,2019,TRUE,/incidents/2019/7/22/milpas-fire/,,,San Bernardino,36,,,,,,FALSE,TRUE,,,,34.42386,"Milpas Rd and Valley View Rd, 10 miles SE of Apple Valley",-117.10318,FALSE,Milpas Fire,100,,TRUE,"The Milpas Fire started July 22 2019 near Milpas Rd and Valley View Rd, 10 miles SE of Apple Valley in San Bernardino county.","Milpas Fire, Milpas Rd, Valley View Rd,  Apple Valley, San Bernardino county",2019-07-22T19:45:27Z,Finalized,,,,,,,
81,FALSE,CAL FIRE / Riverside County Fire,,2019,TRUE,/incidents/2019/7/16/meadow-fire/,,,Riverside,33,,,,2019-07-17T21:29:00Z,,FALSE,TRUE,,,,33.514658,Highway 371 near Lake Riverside Drive,-116.7884,FALSE,Meadow Fire,100,,TRUE,"The Meadow Fire started on July 16, 2019 in the area of Highway 371 X Lake Riverside Drive in Aguanga, in Riverside County.","Meadow Fire, Riverside County, 2019",2019-07-16T13:45:43Z,Finalized,,,,,,,
80,FALSE,CALFIRE/Butte County Fire ,,2019,TRUE,/incidents/2019/10/24/nelson-fire/,,,Butte,4,,,,2019-10-24T17:15:00Z,,FALSE,TRUE,,,,39.551423,Between Durham and Richvale,-121.800538,FALSE,Nelson Fire ,100,,TRUE,"The Nelson Fire started October 24, 2019 between Durham and Richvale in Butte County.",,2019-10-24T14:43:10Z,Finalized,,,,,,,
80,FALSE,CAL FIRE / Riverside County Fire,,2019,TRUE,/incidents/2019/8/25/ivy-fire/,Final acreage was from 50 acres to 80 acres due to more accurate mapping.,,Riverside,33,,,,2019-08-25T13:00:00Z,,FALSE,TRUE,,,,33.77777348,near Northbound Intestate 15 and Temescal Canyon,-117.487578,FALSE,Ivy Fire,100,,TRUE,"The Ivy Fire started on August 25, 2019 near Northbound Intestate 15 and Temescal Canyon in Riverside County.",,2019-08-25T10:58:28Z,Finalized,,,,,,,
80,FALSE,CAL FIRE San Diego County Fire,,2019,TRUE,/incidents/2019/8/15/border-9-fire/,,,San Diego,37,,,,2019-08-16T18:44:00Z,,FALSE,TRUE,,,,32.57394,"Off of Marron Valley Road and Border Road, Southeast of Dulzura  ",-116.760465,FALSE,Border 9 Fire,100,,TRUE,"Border 9 Fire started on August 15, 2019 off of Marron Valley Road and Border Road, Southeast of Dulzura in San Diego  County.",,2019-08-15T16:24:24Z,Finalized,,,,,,,
80,FALSE,CAL FIRE Santa Clara Unit ,,2019,TRUE,/incidents/2019/7/24/sweigert-fire/,,,Santa Clara,43,,,,,,FALSE,TRUE,,,,37.433192,"Off of Kahler Court and Felter Road, East of Milpitas",-121.807258,FALSE,Sweigert Fire ,100,,TRUE,"Sweigert Fire started on July 24, 2019 on off of Kahler Court and Felter Road, East of Milpitas in Santa Clara County.",,2019-07-24T20:01:44Z,Finalized,,,,,,,
80,FALSE,CAL FIRE Riverside Unit,,2019,TRUE,/incidents/2019/7/12/lincoln-fire/,,,Riverside,33,,,,2019-07-17T10:00:00Z,,FALSE,TRUE,Grass,,,33.56938,"Lincoln St and Ave 66, Mecca, 6 miles south of Coachella",-116.07896,FALSE,Lincoln Fire,100,,TRUE,"The Lincoln Fire started July 12 near Lincoln St and Ave 66, Mecca, 6 miles south of Coachella (Riverside County)","The Lincoln Fire, Lincoln, Mecca, south of Coachella, Riverside County",2019-07-12T17:15:31Z,Finalized,,,,,,,
80,FALSE,CAL FIRE Nevada-Yuba-Placer Unit,,2019,TRUE,/incidents/2019/6/25/scott-fire/,,,Yuba,58,,,,2019-06-25T13:50:00Z,,FALSE,TRUE,,,,39.24678,"off Scott Forbes Rd, 5 miles east of Browns Valley",-121.32399,FALSE,Scott Fire,100,,TRUE,"The Scott Fire started on June 24, 2019 off Scott Forbes Rd, 5 miles east of Browns Valley in Yuba County. Was contained 6/24/2019",,2019-06-25T13:51:09Z,Finalized,,,,,,,
80,FALSE,CAL FIRE Nevada-Yuba-Placer Unit,,2019,TRUE,/incidents/2019/6/24/scott-fire/,,,Yuba,58,,,,2019-06-24T18:30:00Z,,FALSE,TRUE,,,,39.24678,"off Scott Forbes Rd, 5 miles east of Browns Valley",-121.32399,FALSE,Scott Fire,100,,TRUE,"The Scott Fire started on June 24, 2019 off Scott Forbes Rd, 5 miles east of Browns Valley in Yuba County. Was contained 6/24/2019",,2019-06-24T11:57:00Z,Finalized,,,,,,,
75,FALSE,CAL FIRE Sonoma-Lake-Napa Unit,,2019,TRUE,/incidents/2019/11/5/eagle-fire/,,,Lake,17,,,,2019-11-06T18:30:00Z,,FALSE,TRUE,,,,39.100408,"Walker Ridge Road and Bartlett Springs Road, northeast of Clearlake",-122.496548,FALSE,Eagle Fire,100,,TRUE,"The Eagle Fire started November 5, 2019 off Walker Ridge Road and Bartlett Springs Road, northeast of Clearlake in Lake County.",,2019-11-05T06:52:14Z,Finalized,,,,,,,
74,FALSE,San Jose Fire,,2019,FALSE,/incidents/2019/7/2/coyote-fire/,,,Santa Clara,43,,,,2019-07-02T18:32:00Z,,FALSE,TRUE,,,,37.18904,Northbound US 101 at Coyote Creek Golf Drive in San Jose,-121.694968,FALSE,Coyote Fire,100,,TRUE,The Coyote Fire Started July 2 2019  near Northbound US 101 at Coyote Creek Golf Drive in San Jose (Santa Clara County),"Coyote Fire, Northbound US 101, Coyote Creek Golf Drive, San Jose, Santa Clara County",2019-07-02T16:10:02Z,Finalized,,,,,,,
70,FALSE,City of Marysville,,2019,FALSE,/incidents/2019/6/8/levee-fire/,,,Yuba,58,,,,2019-06-17T08:34:00Z,,FALSE,TRUE,,,,39.15641,"Highway 20 & E 22nd Street, in Marysville",-121.56363,FALSE,Levee Fire,100,,TRUE,"The Levee Fire started on June 8, 2019 off Highway 20 & E 22nd Street, in Marysville (Yuba County). Lead Agency: City of Marysville. This fire was contained on June 8, 2019.",Jun.19,2019-06-08T13:07:00Z,Finalized,,,,,,,
68,FALSE,CAL FIRE Tehama-Glenn Unit,,2019,TRUE,/incidents/2019/10/9/corning-fire/,,,Tehama,52,,,,2019-10-09T12:39:00Z,,FALSE,TRUE,,,,39.847708,"Inghram Road, South Corning",-122.1604,FALSE,Corning Fire ,100,,TRUE,"The Corning Fire started October 9, 2019 off Inghram Road, South Corning in Tehama county.",,2019-10-09T08:31:40Z,Finalized,,,,,,,
67,FALSE,Marin County Fire,,2019,TRUE,/incidents/2019/10/24/muir-fire/,Forward progress stopped.  Hwy 1 remains closed between Panoramic Hwy & #MuirWoods Road. No evacuation orders.,,Marin,21,,,,,,FALSE,TRUE,,,,37.896231,"Highway 1 and Panoramic Hwy, Stinson Beach",-122.636471,FALSE,Muir Fire,100,,TRUE,"The Muir Fire started October 24, 2019 off Highway 1 and Panoramic Hwy, Stinson Beach in Marin County.",,2019-10-24T12:15:33Z,Finalized,,,,,,,
67,FALSE,Tuolumne-Calaveras Unit,,2019,TRUE,/incidents/2019/9/22/lynette-fire/,,,Calaveras,5,,,,,,FALSE,TRUE,,,,38.20177,"By the intersection of Loera Hills Road on Paloma Road in Valley Springs, California.",-120.827386,FALSE,Lynette Fire,100,,TRUE,"The Lynette Fire started and ended on September 22, 2019, and has been contained at 67 acres. 
Crews will be at scene mopping up.",,2019-09-22T18:25:56Z,Finalized,,,,,,,
66,FALSE,CAL FIRE San Benito-Monterey Unit,,2019,TRUE,/incidents/2019/9/1/jolon-fire/,,,Monterey,27,,,,2019-09-02T10:08:00Z,,FALSE,TRUE,,,,35.906482,"Jolon Road and New Pleyto Road, Lockwood",-120.992914,FALSE,Jolon Fire,100,,TRUE,"The Jolon Fire started September 1, 2019 off Jolon Road and New Pleyto Road, Lockwood in Monterey County",,2019-09-01T16:35:55Z,Finalized,,,,,,,
65,FALSE,US Forest Service - Tahoe National Forest,,2019,FALSE,/incidents/2019/5/10/sugar-fire/,,,Placer,31,,,,2019-05-24T14:28:00Z,,FALSE,TRUE,,,,39.11536,"Sugar Pine Road and Big Reservoir Lane, northeast of Foresthill",-120.76088,FALSE,Sugar Fire,100,,TRUE,"Sugar Fire started on May 10, 2019 off Sugar Pine Road and Big Reservoir Lane, northeast of Foresthill in Placer County and burned 65 acres. It was contained May 12, 2019. ",,2019-05-10T14:14:00Z,Finalized,,,,,,,
64,FALSE,CAL FIRE Sonoma-Lake-Napa Unit,,2019,TRUE,/incidents/2019/7/22/canyon-fire/,Evacuations in place.,,Napa,28,,,,,,FALSE,TRUE,,,,38.481258,Hwy 128 and Wragg Canyon Rd 16 miles east of St. Helena,-122.143942,FALSE,Canyon Fire,100,,TRUE,"The Canyon Fire started on July 22, 2019 at Hwy 128 and Wragg Canyon Rd, east of St. Helena in Napa County.","Canyon Fire, Napa County, July 22, 2019",2019-07-22T15:05:34Z,Finalized,,,,,,,
63,FALSE,CAL FIRE Tehama-Glenn Unit,,2019,TRUE,/incidents/2019/10/4/elk-fire/,,,Glenn,11,,,,2019-10-03T12:03:00Z,,FALSE,TRUE,,,,41.70611111,Elk Creek,-123.4375,FALSE,Elk Fire,100,,TRUE,"The Elk fire started October 3, 2019 in Elk Creek in Glenn County.",,2019-10-04T12:03:48Z,Finalized,,,,,,,
63,FALSE,CAL FIRE Tehama-Glenn Unit,,2019,TRUE,/incidents/2019/5/20/paskenta-fire/,,,Tehama,52,,,,2019-05-24T14:23:00Z,,FALSE,TRUE,,,,39.98097,"Paskenta Rd and Canal View Road, northwest of Corning",-122.30737,FALSE,Paskenta Fire,100,,TRUE,"The Paskenta Fire started on May 20, 2019 off Paskenta Rd and Canal View Road, northwest of Corning in Tehama County. It burned 63 acres, and was contained on May 20, 2019.","Paskenta Fire, May 20, 2019 Paskenta Rd, Canal View Road, Corning, Tehama County.",2019-05-20T10:57:00Z,Finalized,,,,,,,
62,FALSE,CAL FIRE San Mateo- Santa Cruz Unit,,2019,TRUE,/incidents/2019/10/24/cabrillo-fire/,,,San Mateo,41,,,,2019-10-27T12:11:00Z,,FALSE,TRUE,,,,37.166674,"Highway 1 and Gazos Creek Rd, south of Pescadero",-122.361112,FALSE,Cabrillo Fire,100,,TRUE,"The Cabrillo Fire started October 24, 2019 off Highway 1 and Gazos Creek Rd, south of Pescadero in San Mateo County.",,2019-10-24T20:15:36Z,Finalized,,,,,,,
60,FALSE,Unified command: CAL FIRE Santa Clara Unit and San Jose Fire Department,,2019,TRUE,/incidents/2019/8/15/bayliss-fire/,,,Santa Clara,43,,,,,,FALSE,TRUE,,,,37.219717,"Santa Teresa Blvd and Bayliss Drive, South San Jose",-121.761974,FALSE,Bayliss Fire,100,,TRUE,"The Bayliss Fire started August 15, 2019 off Santa Teresa Blvd and Bayliss Drive, South San Jose in Santa Clara county.",,2019-08-15T13:44:02Z,Finalized,,,,,,,
58,FALSE,CAL FIRE Butte Unit,,2019,TRUE,/incidents/2019/9/6/forbestown-fire/,,,Butte,4,,1,10,2019-09-12T18:49:00Z,,FALSE,TRUE,,,,39.470333,"Forbestown Road and Hurleton Swedes Flat Road, east of Oroville ",-121.412333,FALSE,Forbestown Fire,100,105,TRUE,"The Forbestown Fire started September 6, 2019 off Forbestown Road and Hurleton Swedes Flat Road, east of Oroville in Butte County.",,2019-09-06T15:18:52Z,Finalized,,,,,,,
58,FALSE,East Contra Costa Fire Protection District,,2019,FALSE,/incidents/2019/8/7/sellers-fire/,,Forward spread has been stopped. Crews will continue with mop up operations to establish full containment.,Contra Costa,7,,,,,,FALSE,TRUE,,,,37.968494,"Sellers Ave and Delta Rd, 2 miles northeast of Brentwood",-121.678172,FALSE,Sellers Fire,100,,TRUE,"The Sellers Fire started on August 7, 2019 at Sellers Ave and Delta Rd, 2 miles northeast of Brentwood in Contra Costa County.",,2019-08-07T15:13:52Z,Finalized,,,,,,,
55,FALSE,Bureau of Land Management - Northern California District,,2019,FALSE,/incidents/2019/10/13/horse-fire/,,,Lassen,18,,,,2019-10-16T13:44:00Z,,FALSE,TRUE,,,,40.387772,"Shaffer Mountain, Northeast of Susanville in Lassen County",-120.304341,FALSE,Horse Fire,100,,TRUE,"The Horse Fire started on October 13, 2019 at off of Shaffer Mountain 18 miles Northeast of Susanville.",,2019-10-13T14:45:37Z,Finalized,,,,,,,
55,FALSE,Bureau of Indian Affairs,,2019,FALSE,/incidents/2019/5/29/66-fire/,,,Riverside,33,,,,2019-06-24T11:46:00Z,,FALSE,TRUE,,,,33.57039,Off Avenue 66 in Thermal,-116.1466,FALSE,66 Fire,100,,TRUE,"The 66 fire started May 29, 2019 off Avenue 66 in Thermal (Riverside County) and burned 55 acres. ",May.19,2019-05-29T21:06:00Z,Finalized,,,,,,,
53,FALSE,CAL FIRE Sonoma Lake Napa Unit,,2019,TRUE,/incidents/2019/9/7/oak-fire/,"CAL FIRE and cooperating agencies made significant progress overnight by
completing containment lines around the fire. Smoke may be visible today from
smoldering heavy fuels well within the containment lines. Fire personnel will be
extinguishing these areas today, and will be checking the fire area over the next
several days. Safety is our number one priority.

<p>Evacuations remain as an advisory. 

<p>All roads are open in both directions. Use caution when driving in the fire area as equipment and personnel may be present.",,Lake,17,2,,10,2019-09-08T07:00:00Z,,FALSE,TRUE,,,,38.955024,"Highway 29 and Cole Creek Road, South of Kelseyville",-122.833831,FALSE,Oak Fire,100,74,TRUE,"The Oak Fire started September 7, 2019 off Highway 29 and Cole Creek Road, south of Kelseyville in Lake County.",,2019-09-07T14:00:00Z,Finalized,,1,,,,,
52,FALSE,Los Padres National Forest ,,2019,FALSE,/incidents/2019/10/1/ranch-fire/,,,San Luis Obispo,40,,,,,,FALSE,TRUE,,,,35.189783,"Off of Pozo Road and Avenales Ranch Rd, Southeast of Pozo",-120.1755,FALSE,Ranch Fire,100,,TRUE,"Ranch Fire started on October 1, 2019 off of Pozo Road and Avenales Ranch Rd, Southeast of Pozo in San Luis Obispo County.",,2019-10-01T22:35:52Z,Finalized,,,,,,,
52,FALSE,Unified Command: CAL FIRE San Diego County Fire & Lakeside Fire Protection District ,,2019,FALSE,/incidents/2019/9/25/willow-fire/,An evacuation order has been issued for 14000 block of Willow Road.,,San Diego,37,,,,2019-09-25T20:00:00Z,,FALSE,TRUE,,,,32.87833333,"near 14000 block of Willow Rd, Northeast Lakeside ",-116.88,FALSE,Willow Fire,100,,TRUE,"Willow Fire started September 25, 2019 near 14000 block of Willow Rd, Northeast Lakeside in San Diego County.","Willow Fire, September 25, 2019, San Diego County",2019-09-25T14:17:25Z,Finalized,,,,,,,
50,FALSE,CAL FIRE San Diego ,,2019,TRUE,/incidents/2019/10/31/copper-fire/,,,San Diego,37,,,,,,FALSE,TRUE,,,,32.564583,"off of Border road and Canyon Road, Southeast of Chula Vista ",-116.834583,FALSE,Copper Fire,100,,TRUE,"Copper Fire started on October 30, 2019 off of Border road and Canyon Road, Southeast of Chula Vista in San Diego County.",,2019-10-31T06:39:56Z,Finalized,,,,,,,
50,FALSE,Contra Costa Fire Department ,,2019,FALSE,/incidents/2019/10/27/forest-fire/,,,Contra Costa,7,,,,2019-10-28T16:26:00Z,,FALSE,TRUE,,,,37.97911,"Alhambra Ave and Alhambra Hills Dr, Martinez in Contra Costa County",-122.11092,FALSE,Forest Fire,100,,TRUE,"The Forest Fire started October 27, 2019 off Alhambra Ave and Alhambra Hills Dr, near Martinez in Contra Costa County",,2019-10-27T17:36:15Z,Finalized,,,,,,,
50,FALSE,CAL FIRE Amador-El Dorado Unit,,2019,TRUE,/incidents/2019/8/2/prairie-fire/,,,Sacramento,34,,,,2019-08-02T17:00:00Z,,FALSE,TRUE,,,,38.622058,off White Rock Road and Prairie City Road ,-121.114095,FALSE,Prairie Fire ,100,,TRUE,"The Prairie Fire started on August 2, 2019 off White Rock Road and Prairie City Road  in Sacramento County.",,2019-08-02T14:45:00Z,Finalized,,,,,,,
50,FALSE,CAL FIRE Sonoma-Lake-Napa Unit,,2019,TRUE,/incidents/2019/6/8/ink-fire/,,,Napa,28,,,,2019-06-17T08:46:00Z,,FALSE,TRUE,,,,38.63047,"Pope Valley Rd, northeast of Calistoga",-122.47282,FALSE,Ink Fire,100,,TRUE,"The Ink Fire started on June 8, 2019 off Pope Valley Road, northeast of Calistoga in Napa County.  The fire was contained on June 9, 2019.",Jun.19,2019-06-08T14:37:00Z,Finalized,,,,,,,
50,FALSE,CAL FIRE Butte Unit,,2019,TRUE,/incidents/2019/5/1/meridian-fire/,"A report of smoke showing in the foothills north of Chico was called in to the Emergency Command Center
after 4:30 pm on 5/1/19. Crews made access to a remote private property and found a fire burning
approximately 10 acres of grass and oak woodland with a slow rate of spread. By 6:30 pm firefighters had
stopped the forward progress of the fire.",,Butte,4,,,,2019-05-08T08:47:00Z,,FALSE,TRUE,,,,39.85484,"Off Munjar Rd, north of Chico",-121.905,TRUE,Meridian Fire,100,,TRUE,"The Meridian Fire started on May 1, 2019 off Munjar Lane, north of Chico (Butte County).",May.19,2019-05-01T16:46:00Z,Finalized,,,,,,,
47,FALSE,CAL FIRE Santa Clara Unit ,,2019,TRUE,/incidents/2019/7/15/aborn-fire/,,,Santa Clara,43,,,,2019-07-15T18:19:00Z,,FALSE,TRUE,,,,37.32555556,"Off Aborn Road and Murillo Avenue, East San Jose ",-121.7644444,FALSE,Aborn Fire,100,,TRUE,"Aborn Fire started on July 15,2019 off Aborn Road and Murillo Avenue, East San Jose in Santa Clara County.",,2019-07-15T11:12:00Z,Finalized,,,,,,,
47,FALSE,CAL FIRE Tulare Unit ,,2019,TRUE,/incidents/2019/6/10/springs-fire/,,,Tulare,54,,,,2019-06-11T17:18:00Z,,FALSE,TRUE,,,,35.89593,Off Mountain Road 56 East of Ducor ,-118.94106,FALSE,Springs Fire,100,,TRUE,"Springs Fire off  Mountain Road 56 East of Ducor is 47 acres. It was contained on June 11, 2019. ",Jun.19,2019-06-10T17:51:00Z,Finalized,,,,,,,
46,FALSE,CAL FIRE Shasta-Trinity Unit,,2019,TRUE,/incidents/2019/8/12/lower-fire/,,Forward spread stopped.,Shasta,45,,,,2019-08-13T16:15:00Z,,FALSE,TRUE,,,,40.46968,Gas Point Rd & Lower Gas Point Rd in Igo,-122.54364,FALSE,Lower Fire,100,,TRUE,,,2019-08-12T14:16:53Z,Finalized,,,,,,,
46,FALSE,CAL FIRE Tehama - Glenn Unit,,2019,TRUE,/incidents/2019/6/22/paskenta-fire/,,,Tehama,52,,,,2019-06-24T11:43:00Z,,FALSE,TRUE,,,,39.97083,"off Corning Road and Paskenta Road, West of Corning",-122.48277,FALSE,Paskenta Fire,100,,TRUE,"The Paskenta Fire started June 23, 2019 off Corning Road and Paskenta Road, West of Corning in Tehama County and burned 46 acres. It was contained June 23, 2019. ",Jun.19,2019-06-22T03:12:00Z,Finalized,,,,,,,
45,FALSE,CAL FIRE/ Riverside County Fire,,2019,TRUE,/incidents/2019/5/30/diversion-fire/,,,Riverside,33,,,,2019-06-03T08:48:00Z,,FALSE,TRUE,,,,33.69078,"Near the Intersection of Highway 95 and 2nd Avenue, in Blythe",-114.57265,FALSE,Diversion Fire,100,,TRUE,"The Diversion Fire started on May 30, 2019 near the Intersection of Highway 95 and 2nd Avenue, in Blythe (Riverside county) and burned 45 acres. It was contained on May 30, 2019. ",May.19,2019-05-30T12:41:00Z,Finalized,,,,,,,
44,FALSE,CAL FIRE Tuolumne Calaveras Unit,,2019,TRUE,/incidents/2019/9/5/flood-fire/,,,San Joaquin,39,,,,2019-09-05T19:56:00Z,,FALSE,TRUE,,,,38.017138,"near Flood Rd and N. Waverly Road, Southwest of Rancho Calaveras",-120.945044,FALSE,Flood Fire ,100,,TRUE,"Flood Fire started on September 5, 2019 near Flood Rd and N. Waverly Road, Southwest of Rancho Calaveras in San Joaquin County.",,2019-09-05T14:33:01Z,Finalized,,,,,,,
43,FALSE,CAL FIRE San Benito - Monterey Unit,,2019,TRUE,/incidents/2019/6/12/ardo-fire/,,,Monterey,27,,,,2019-06-17T08:46:00Z,,FALSE,TRUE,,,,35.97059,near San Ardo,-120.88241,FALSE,Ardo Fire,100,,TRUE,"The Ardo Fire started on June 12, 2019 near San Ardo (Monterey County) and burned 43 acres. It was contained on June 12, 2019.","June 12, 2019",2019-06-12T17:23:00Z,Finalized,,,,,,,
42,FALSE,Los Angeles Fire Department ,,2019,FALSE,/incidents/2019/10/21/palisades-fire/,,,Los Angeles,19,,,,2019-10-31T14:16:00Z,,FALSE,TRUE,,,,34.055768,"North Palisades Dr., Pacific Palisades",-118.554091,FALSE,Palisades Fire,100,,TRUE,"The Palisades fire started off North Palisades Dr., Pacific Palisades in Los Angeles County.",,2019-10-21T11:52:52Z,Finalized,,,,,,,
42,FALSE,CAL FIRE Shasta-Trinity Unit,,2019,TRUE,/incidents/2019/10/10/plains-fire/,,,Shasta,45,,,,2019-10-10T19:05:00Z,,FALSE,TRUE,,,,40.4988,Millville Plains Road and Sprig Road in Millville,-122.19911,FALSE,Plains Fire,100,,TRUE,"The Plains Fire started October 10, 2019 off Millville Plains Road and Sprig Road in Millville in Shasta County.",,2019-10-10T15:49:07Z,Finalized,,,,,,,
38,FALSE,CAL FIRE Nevada-Yuba-Placer Unit,,2019,TRUE,/incidents/2019/7/6/far-fire/,,,Yuba,58,,,,,,FALSE,TRUE,,,,39.06066,"Camp Far West rd & Nisenan Ln, northeast of Wheatland",-121.35014,FALSE,Far Fire,100,,TRUE,,,2019-07-06T20:21:25Z,Finalized,,,,,,,
35,FALSE,CAL FIRE Santa Clara Unit,,2019,TRUE,/incidents/2019/8/25/jamieson-fire/,,,Santa Clara,43,,,,,,FALSE,TRUE,,,,37.034183,at Jamieson Road and Cañada Road near Gilroy,-121.45597,FALSE,Jamieson Fire,100,,TRUE,"The Jamieson fire started on August 25, 2019 at at Jamieson Road and Cañada Road near Gilroy in Santa Clara County.",,2019-08-25T13:06:49Z,Finalized,,,,,,,
35,FALSE,CAL FIRE Amador-El Dorado Unit,,2019,TRUE,/incidents/2019/8/15/patterson-fire/,"Fire crews will continue to patrol the area and mop up hot spots throughout the
night.",All evacuation orders have been lifted.,El Dorado,9,,,2,2019-08-16T10:35:00Z,,FALSE,TRUE,,,,38.652475,"Patterson Drive, south of Placerville",-120.826165,FALSE,Patterson Fire,100,10,TRUE,"The Patterson Fire started August 15, 2019 off Patterson Drive, south of Placerville in El Dorado county.",,2019-08-15T17:47:43Z,Finalized,,,,,,,
35,FALSE,Klamath National Forest,,2019,FALSE,/incidents/2019/7/27/community-fire/,,Not a CAL FIRE Incident. Please contact the Klamath National Forest for more information.,Siskiyou,47,,,,,,FALSE,TRUE,,,,41.838,Hwy 96 near the Klamath River Community Hall,-122.845,FALSE,Community Fire,100,,TRUE,,,2019-07-27T10:15:00Z,Finalized,,,,,,,
35,FALSE,CAL FIRE Santa Clara Unit,,2019,TRUE,/incidents/2019/6/10/calaveras-fire/,,,Santa Clara,43,,,,2019-06-17T08:46:00Z,,FALSE,TRUE,,,,37.44422,Calaveras Road and Weller Road East of Milpitas,-121.84082,FALSE,Calaveras Fire ,100,,TRUE,"The Calaveras Fire started on June 10,2019 off Calaveras Road and Weller Road East of Milpitas in Santa Clara County.  This fire was contained on June 12, 2019.",Jun.19,2019-06-10T15:16:00Z,Finalized,,,,,,,
34,FALSE,CAL FIRE Riverside Unit,,2019,TRUE,/incidents/2019/9/12/redwood-fire/,,,Riverside,33,,,,,,FALSE,TRUE,,,,33.854597,Mead Valley ,-117.270144,FALSE,Redwood Fire,100,,TRUE,"The Redwood Fire started on September 12, 2019",,2019-09-12T20:30:41Z,Finalized,,,,,,,
34,FALSE,CAL FIRE/Riverside County Fire Department,,2019,TRUE,/incidents/2019/8/22/yucca-fire/,,,Riverside,33,,,,2019-08-23T23:00:00Z,,FALSE,TRUE,,,,33.4506,Highway 371 cross of Yucca Road,-116.857817,FALSE,Yucca Fire,100,,TRUE,"The Yucca Fire started August 22, 2019 off Highway 371 cross of Yucca Road in Riverside County.",,2019-08-22T19:31:10Z,Finalized,,,,,,,
33,FALSE,Beale Air Force Base,,2019,FALSE,/incidents/2019/8/10/heavy-range-fire/,,,Yolo,57,,,,2019-08-10T15:07:00Z,,FALSE,TRUE,,,,39.171091,"Hammonton Smartsville Rd. and Kendal Rd, Beale Air Force Base",-121.423281,FALSE,Heavy Range Fire,100,,TRUE,"The Heavy Range Fire started August 10 2019 near Hammonton Smartsville Rd. and Kendal Rd, Beale Air Force Base Yuba County",,2019-08-10T18:47:02Z,Finalized,,,,,,,
33,FALSE,CAL FIRE Tulare Unit,,2019,TRUE,/incidents/2019/6/3/yokohl-fire/,,,Tulare,54,,,,2019-06-04T16:03:00Z,,FALSE,TRUE,,,,36.23012,off of Yokohl Drive in Tulare County ,-118.85712,FALSE,Yokohl Fire,100,,TRUE,"Yokohl Fire started on June 3, 2019 off of Yokohl Drive in Tulare County. It was contained on June 3, 2019.  
",Jun.19,2019-06-03T12:18:00Z,Finalized,,,,,,,
30,FALSE,CAL FIRE San Luis Obispo County,,2019,TRUE,/incidents/2019/10/11/bitter-fire/,,,San Luis Obispo,40,,,,2019-10-11T16:21:00Z,,FALSE,TRUE,,,,35.709176,Highway 46 and Bitterwater Rd,-120.312856,FALSE,Bitter Fire,100,,TRUE,"The Bitter fire started October 11, 2019 off Highway 46 and Bitterwater Rd in San Luis Obispo county.",,2019-10-11T12:30:19Z,Finalized,,,,,,,
30,FALSE,City of Vallejo Fire Department,,2019,FALSE,/incidents/2019/9/26/mare-fire/,,,Solano,48,,,,,,FALSE,TRUE,,,,38.07944444,"Off Tyler Road and Jennings Road, Southwest of Vallejo",-122.2561111,FALSE,Mare Fire,100,,TRUE,"Mare Fire started on September 26, 2019 off Tyler Road and Jennings Road, Northeast of Vallejo in Solano County.",,2019-09-26T15:29:06Z,Finalized,,,,,,,
